0	38
1	0
2	0
3	0
4	0
5	0
6	0
7	69
8	0
9	84
10	83
11	0
12	46
13	95
14	75
15	73
16	7
17	0
18	7
19	0
20	0
21	34
22	0
23	0
24	64
25	58
26	0
27	97
28	0
29	0
30	0
31	0
32	0
33	0
34	3
35	18
36	0
37	0
38	0
39	29
40	16
41	63
42	18
43	10
44	0
45	0
46	0
47	0
48	62
49	27
50	0
51	0
52	64
53	0
54	94
55	0
56	62
57	73
58	34
59	0
60	56
61	0
62	0
63	0
64	0
65	20
66	0
67	0
68	13
69	30
70	65
71	100
72	0
73	0
74	36
75	10
76	27
77	0
78	60
79	0
80	0
81	0
82	71
83	0
84	0
85	23
86	0
87	0
88	0
89	0
90	0
91	49
92	0
93	0
94	0
95	0
96	0
97	0
98	0
99	83
100	74
101	0
102	84
103	0
104	0
105	90
106	0
107	30
108	2
109	71
110	0
111	0
112	37
113	28
114	58
115	0
116	0
117	0
118	15
119	0
120	78
121	53
122	15
123	58
124	81
125	0
126	22
127	18
128	85
129	0
130	0
131	0
132	98
133	34
134	36
135	90
136	72
137	0
138	0
139	21
140	79
141	0
142	65
143	0
144	0
145	0
146	0
147	31
148	0
149	24
150	0
151	83
152	64
153	0
154	0
155	28
156	0
157	21
158	88
159	16
160	79
161	0
162	49
163	0
164	0
165	0
166	0
167	91
168	78
169	62
170	15
171	18
172	82
173	0
174	65
175	0
176	0
177	0
178	0
179	26
180	91
181	0
182	46
183	0
184	28
185	0
186	0
187	0
188	62
189	97
190	0
191	0
192	29
193	48
194	88
195	0
196	35
197	74
198	15
199	50
200	0
201	0
202	0
203	0
204	12
205	0
206	0
207	0
208	0
209	33
210	75
211	0
212	0
213	0
214	0
215	15
216	87
217	0
218	1
219	31
220	0
221	18
222	24
223	49
224	76
225	0
226	90
227	57
228	69
229	0
230	73
231	0
232	0
233	0
234	61
235	42
236	64
237	0
238	0
239	57
240	0
241	56
242	0
243	0
244	95
245	0
246	68
247	0
248	0
249	65
250	98
251	0
252	0
253	0
254	17
255	0
256	33
257	0
258	0
259	42
260	44
261	0
262	0
263	93
264	11
265	0
266	38
267	95
268	0
269	56
270	92
271	60
272	59
273	48
274	86
275	0
276	65
277	93
278	0
279	0
280	0
281	0
282	40
283	0
284	0
285	0
286	0
287	0
288	0
289	34
290	20
291	47
292	91
293	99
294	0
295	0
296	0
297	17
298	97
299	0
300	0
301	74
302	0
303	96
304	0
305	0
306	0
307	0
308	0
309	0
310	35
311	0
312	0
313	93
314	0
315	0
316	0
317	0
318	81
319	0
320	99
321	47
322	93
323	62
324	42
325	23
326	4
327	45
328	85
329	35
330	21
331	0
332	31
333	21
334	80
335	0
336	0
337	89
338	10
339	0
340	0
341	0
342	0
343	7
344	0
345	48
346	0
347	0
348	0
349	58
350	0
351	0
352	0
353	76
354	0
355	0
356	0
357	0
358	0
359	20
360	0
361	45
362	30
363	0
364	0
365	0
366	0
367	0
368	0
369	0
370	0
371	82
372	0
373	0
374	0
375	0
376	0
377	0
378	43
379	22
380	0
381	88
382	0
383	0
384	98
385	85
386	93
387	0
388	95
389	0
390	61
391	0
392	0
393	83
394	0
395	0
396	0
397	50
398	0
399	73
400	29
401	0
402	18
403	0
404	56
405	0
406	53
407	15
408	0
409	71
410	0
411	72
412	12
413	0
414	0
415	73
416	4
417	0
418	61
419	30
420	10
421	0
422	85
423	34
424	0
425	84
426	0
427	0
428	0
429	0
430	27
431	0
432	0
433	0
434	0
435	75
436	0
437	0
438	73
439	5
440	0
441	0
442	77
443	84
444	0
445	0
446	0
447	1
448	94
449	6
450	17
451	27
452	0
453	0
454	99
455	0
456	20
457	94
458	30
459	0
460	30
461	72
462	0
463	59
464	64
465	0
466	15
467	0
468	0
469	0
470	79
471	0
472	52
473	0
474	61
475	81
476	0
477	0
478	13
479	68
480	58
481	82
482	82
483	85
484	90
485	18
486	0
487	0
488	0
489	0
490	0
491	0
492	0
493	0
494	0
495	0
496	3
497	9
498	0
499	62
500	42
501	90
502	0
503	0
504	0
505	0
506	47
507	0
508	0
509	77
510	0
511	0
512	0
513	0
514	69
515	0
516	96
517	0
518	0
519	0
520	0
521	21
522	20
523	6
524	37
525	0
526	90
527	1
528	0
529	0
530	27
531	99
532	22
533	55
534	0
535	50
536	0
537	0
538	95
539	76
540	0
541	6
542	31
543	0
544	100
545	79
546	99
547	71
548	0
549	14
550	85
551	18
552	0
553	3
554	35
555	0
556	0
557	5
558	34
559	0
560	10
561	0
562	0
563	7
564	0
565	0
566	41
567	44
568	75
569	6
570	0
571	48
572	87
573	0
574	0
575	0
576	54
577	0
578	0
579	0
580	0
581	89
582	0
583	0
584	0
585	36
586	71
587	17
588	21
589	32
590	0
591	0
592	45
593	38
594	0
595	64
596	0
597	89
598	0
599	0
600	0
601	0
602	78
603	37
604	0
605	10
606	78
607	49
608	92
609	0
610	20
611	0
612	8
613	49
614	41
615	37
616	0
617	0
618	0
619	63
620	0
621	0
622	18
623	0
624	5
625	0
626	54
627	59
628	0
629	89
630	17
631	0
632	67
633	46
634	0
635	41
636	81
637	0
638	20
639	0
640	0
641	0
642	3
643	0
644	75
645	0
646	93
647	22
648	16
649	0
650	0
651	0
652	0
653	0
654	78
655	7
656	58
657	0
658	61
659	37
660	97
661	0
662	0
663	60
664	34
665	87
666	41
667	0
668	0
669	18
670	82
671	43
672	1
673	91
674	2
675	89
676	91
677	80
678	52
679	51
680	0
681	35
682	74
683	0
684	10
685	7
